 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 106 , Hemphill County ,"3,438",221,3.8,"2,708",78.8%,51,1.5%,641,18.6%,38,1.1%,247,120,127,7.2%,407,195,212,11.8%,"1,260",559,701,36.6%,958,489,469,27.9%,566,319,247,16.5%,"1,682","1,756",48.9%,51.1%,2.7%,0,68,"$41,736",377, 59 ,2,3.4%,18,30.5%,7,11.9%,30,40.5%,105.5,0,---,0,---,1,29.1,4,116.3,0,---,1,29.1,0,---,39,849.3,#REF!,#REF!,11,---,0,---,6,---,3,---,0,---,6,---,2,---,0,---,0,---,0,---,0,---,0,---,0,---,284,"3,264",8.7%,89,788,11.3%,195,"2,476",7.9%,45,15,54,27.8%,"2,317",63,2.7%,"3,350","139,815,600","$41,736",909.7,74,865,"2,761",31%,633,"1,941",232,820,28.3%,1,---,1,---,0,---,0,---,2,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 107 , Henderson County ,"79,331",45,90.7,"66,080",83.3%,"5,159",6.5%,"7,377",9.3%,715,0.9%,"4,821","2,357","2,464",6.1%,"10,081","4,743","5,338",12.7%,"28,019","13,746","14,273",35.3%,"21,648","10,973","10,675",27.3%,"14,762","7,828","6,934",18.6%,"39,647","39,684",50.0%,50.0%,5.2%,295,"8,524","$26,228","16,080"," 1,029 ",62,6.0%,442,43.0%,73,7.1%,532,53.2%,74.9,5,6.3,0,---,54,68.1,158,199.2,1,1.3,22,27.7,2,2.5,894,891.3,#REF!,#REF!,257,253.6,53,52.0,231,219.2,78,73.5,10,---,56,51.4,27,23.1,9,---,9,---,39,47.9,16,---,3,---,14,---,"14,213","78,961",18.0%,"4,877","18,130",26.9%,"9,336","60,831",15.3%,"1,123",670,994,67.4%,"34,509","1,787",5.2%,"78,812","2,067,081,136","$26,228",874.2,"1,000","16,546","64,533",26%,"13,257","46,181","3,289","18,352",17.9%,29,30.2,14,---,18,---,5,---,14,---,8,---,8,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 108 , Hidalgo County ,"708,235",7,451.2,"58,639",8.3%,"2,177",0.3%,"641,396",90.6%,"6,023",0.9%,"78,181","38,387","39,794",11.0%,"122,290","60,417","61,873",17.3%,"321,702","161,619","160,083",45.4%,"122,500","65,052","57,448",17.3%,"63,562","35,365","28,197",9.0%,"360,840","347,395",50.9%,49.1%,7.4%,"22,777","191,439","$17,390","254,647"," 17,105 ","1,051",6.1%,"6,587",38.5%,"1,302",7.6%,"9,742",64.2%,105.8,68,9.6,5,0.7,162,22.9,"1,796",253.6,32,4.5,557,78.6,47,6.7,"3,303",629.1,#REF!,#REF!,968,193.9,152,30.4,656,125.0,129,25.3,55,18.8,100,20.2,106,21.2,95,5.6,86,5.0,156,22.7,86,11.9,27,4.0,34,5.4,"253,991","692,074",36.7%,"116,476","246,249",47.3%,"137,515","445,825",30.8%,"16,733","14,435","17,112",84.4%,"266,210","19,690",7.4%,"686,034","11,930,131,260","$17,390","1,569.8","15,164","203,023","647,315",31%,"158,749","396,669","44,274","250,646",17.7%,60,12.7,86,18.0,61,11.6,32,15.3,93,18.5,78,14.6,110,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 109 , Hill County ,"34,886",82,36.2,"26,146",74.9%,"2,615",7.5%,"5,932",17.0%,193,0.6%,"2,432","1,184","1,248",7.0%,"4,795","2,335","2,460",13.7%,"12,778","6,249","6,529",36.6%,"8,947","4,428","4,519",25.6%,"5,934","3,238","2,696",17.0%,"17,434","17,452",50.0%,50.0%,5.6%,210,"4,151","$24,500","7,185", 472 ,23,4.9%,189,40.0%,30,6.4%,280,54.6%,75.5,0,---,0,---,34,97.5,70,200.7,0,---,5,14.3,1,2.9,441,1000.5,#REF!,#REF!,114,253.5,24,54.9,112,253.1,38,82.5,7,---,23,50.2,16,---,6,---,5,---,17,---,5,---,1,---,5,---,"5,498","35,019",15.7%,"2,211","8,603",25.7%,"3,287","26,416",12.4%,564,298,457,65.2%,"15,145",847,5.6%,"34,899","855,025,500","$24,500",962.4,513,"8,475","29,403",29%,"6,608","20,614","1,867","8,789",21.2%,11,---,14,---,10,---,3,---,2,---,5,---,6,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 110 , Hockley County ,"22,352",110,24.6,"12,156",54.4%,906,4.1%,"9,157",41.0%,133,0.6%,"1,829",899,930,8.2%,"3,167","1,522","1,645",14.2%,"9,235","4,543","4,692",41.3%,"5,213","2,661","2,552",23.3%,"2,908","1,688","1,220",13.0%,"11,313","11,039",50.6%,49.4%,4.2%,145,"3,292","$27,515","5,601", 343 ,19,5.5%,153,44.6%,38,11.1%,211,54.0%,75.5,0,---,0,---,22,98.4,107,478.7,0,---,12,53.7,0,---,202,864.2,#REF!,#REF!,51,220.6,12,---,37,159.1,14,---,1,---,11,---,7,---,2,---,2,---,13,---,3,---,0,---,4,---,"4,127","21,952",18.8%,"1,504","5,968",25.2%,"2,623","15,984",16.4%,268,257,338,76.0%,"11,363",475,4.2%,"22,340","614,685,100","$27,515",908.3,391,"5,177","19,186",27%,"4,069","13,248","1,108","5,938",18.7%,3,---,5,---,1,---,2,---,10,---,1,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 111 , Hood County ,"49,058",61,116.4,"43,664",89.0%,150,0.3%,"4,713",9.6%,531,1.1%,"2,589","1,263","1,326",5.3%,"5,730","2,853","2,877",11.7%,"16,981","8,365","8,616",34.6%,"14,320","7,460","6,860",29.2%,"9,438","5,061","4,377",19.2%,"25,002","24,056",51.0%,49.0%,4.9%,259,"4,099","$34,253","7,060", 595 ,19,3.2%,203,34.1%,46,7.7%,425,70.4%,71.1,1,2.0,0,---,6,12.2,35,71.3,0,---,50,101.9,1,2.0,540,819.1,#REF!,#REF!,141,211.6,32,47.1,121,172.6,39,52.2,11,---,38,52.1,9,---,5,---,2,---,28,52.8,13,---,2,---,6,---,"5,055","48,606",10.4%,"1,881","10,392",18.1%,"3,174","38,214",8.3%,563,375,604,62.1%,"23,036","1,133",4.9%,"48,015","1,644,657,795","$34,253",421.6,604,"9,926","39,554",25%,"7,945","28,784","1,981","10,770",18.4%,40,60.8,13,---,12,---,4,---,9,---,5,---,5,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 112 , Hopkins County ,"33,910",86,43.3,"26,865",79.2%,"2,804",8.3%,"3,923",11.6%,318,0.9%,"2,387","1,167","1,220",7.0%,"4,638","2,247","2,391",13.7%,"13,034","6,309","6,725",38.4%,"8,550","4,296","4,254",25.2%,"5,301","3,025","2,276",15.6%,"17,044","16,866",50.3%,49.7%,4.2%,154,"3,138","$25,897","6,538", 521 ,24,4.6%,185,35.5%,32,6.1%,345,72.9%,82.6,1,2.9,0,---,25,73.7,57,168.1,0,---,3,8.8,0,---,310,760.1,#REF!,#REF!,85,204.1,20,---,67,162.8,20,---,2,---,24,56.7,9,---,0,---,4,---,19,---,14,---,0,---,0,---,"5,210","32,975",15.8%,"1,966","8,124",24.2%,"3,244","24,851",13.1%,493,311,488,63.7%,"17,371",734,4.2%,"33,295","862,240,615","$25,897",782.4,473,"8,050","29,104",28%,"6,421","20,713","1,629","8,391",19.4%,7,---,3,---,6,---,2,---,8,---,0,---,7,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 113 , Houston County ,"23,630",105,19.2,"14,805",62.7%,"6,600",27.9%,"2,104",8.9%,121,0.5%,"1,309",642,667,5.5%,"2,647","1,291","1,356",11.2%,"9,064","3,751","5,313",38.4%,"6,332","2,873","3,459",26.8%,"4,278","2,402","1,876",18.1%,"10,959","12,671",46.4%,53.6%,6.2%,307,"3,484","$22,989","5,136", 280 ,17,6.1%,147,52.5%,25,8.9%,155,57.6%,74.6,2,9.4,0,---,26,110.0,68,287.8,1,4.2,10,42.3,1,4.7,274,845.7,#REF!,#REF!,67,202.8,12,---,60,187.4,19,---,4,---,17,---,10,---,0,---,0,---,9,---,4,---,0,---,4,---,"5,620","20,000",28.1%,"1,843","4,608",40.0%,"3,777","15,392",24.5%,187,188,276,68.1%,"8,064",497,6.2%,"22,747","522,930,783","$22,989","1,230.9",269,"3,862","15,928",24%,"3,126","11,422",736,"4,506",16.3%,12,---,9,---,6,---,6,---,5,---,5,---,7,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 114 , Howard County ,"32,918",88,36.5,"17,538",53.3%,"1,525",4.6%,"13,481",41.0%,374,1.1%,"2,213","1,078","1,135",6.7%,"3,989","1,956","2,033",12.1%,"13,589","5,434","8,155",41.3%,"8,383","3,711","4,672",25.5%,"4,744","2,692","2,052",14.4%,"14,871","18,047",45.2%,54.8%,4.9%,312,"4,947","$26,484","9,663", 467 ,32,6.9%,235,50.3%,42,9.0%,311,61.8%,85.9,0,---,0,---,76,230.9,87,264.3,0,---,4,12.2,2,6.1,369,977.8,#REF!,#REF!,93,242.0,18,---,65,171.7,8,---,4,---,34,89.2,9,---,3,---,4,---,22,63.8,14,---,1,---,3,---,"5,640","27,647",20.4%,"2,068","7,386",28.0%,"3,572","20,261",17.6%,410,360,462,77.9%,"13,685",668,4.9%,"31,911","845,130,924","$26,484",902.8,503,"5,326","23,399",23%,"4,128","15,985","1,198","7,414",16.2%,9,---,13,---,9,---,3,---,8,---,3,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 115 , Hudspeth County ,"3,483",220,0.8,762,21.9%,5,0.1%,"2,673",76.7%,43,1.2%,197,95,102,5.7%,571,252,319,16.4%,"1,496",712,784,43.0%,762,395,367,21.9%,457,243,214,13.1%,"1,697","1,786",48.7%,51.3%,7.0%,1,564,"$16,306",893, 35 ,4,11.4%,12,34.3%,5,14.3%,13,30.2%,49.2,1,28.7,0,---,0,---,4,114.8,0,---,0,---,0,---,17,---,#REF!,#REF!,4,---,0,---,6,---,2,---,0,---,1,---,1,---,0,---,1,---,0,---,0,---,0,---,1,---,"1,022","3,276",31.2%,428,975,43.9%,594,"2,301",25.8%,45,24,41,58.5%,"1,428",100,7.0%,"3,220","52,505,320","$16,306","4,571.0",43,"1,290","2,918",44%,"1,012","2,000",278,918,30.3%,0,---,0,---,0,---,1,---,1,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 116 , Hunt County ,"83,050",43,98.7,"63,384",76.3%,"8,661",10.4%,"9,527",11.5%,"1,478",1.8%,"5,653","2,765","2,888",6.8%,"11,106","5,384","5,722",13.4%,"35,143","17,352","17,791",42.3%,"20,905","10,522","10,383",25.2%,"10,243","5,576","4,667",12.3%,"41,599","41,451",50.1%,49.9%,5.2%,323,"8,827","$27,648","15,635"," 1,209 ",68,5.6%,537,44.4%,115,9.5%,611,52.9%,69.7,1,1.2,1,1.2,53,63.8,185,222.8,1,1.2,35,42.1,11,13.2,791,996.5,#REF!,#REF!,221,281.8,42,55.3,185,223.0,55,66.6,12,---,41,50.0,22,28.1,13,---,2,---,52,64.9,24,30.0,5,---,16,---,"13,635","80,680",16.9%,"4,592","19,965",23.0%,"9,043","60,715",14.9%,767,866,"1,170",74.0%,"38,533","2,019",5.2%,"82,215","2,273,080,320","$27,648",841.2,"1,156","16,877","70,651",24%,"13,418","50,331","3,459","20,320",17.0%,28,39.3,12,---,18,---,4,---,11,---,10,---,12,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 117 , Hutchinson County ,"22,739",107,25.6,"17,723",77.9%,632,2.8%,"3,979",17.5%,405,1.8%,"1,619",796,823,7.1%,"3,199","1,523","1,676",14.1%,"8,339","4,136","4,203",36.7%,"6,106","3,085","3,021",26.9%,"3,476","1,946","1,530",15.3%,"11,486","11,253",50.5%,49.5%,4.4%,112,"1,948","$32,274","3,945", 290 ,13,4.5%,109,37.6%,29,10.0%,170,50.4%,70.1,0,---,0,---,4,17.6,39,171.5,0,---,2,8.8,2,8.8,256,943.9,#REF!,#REF!,56,204.2,19,---,47,166.7,12,---,4,---,26,91.2,7,---,1,---,0,---,18,---,6,---,0,---,3,---,"2,954","22,045",13.4%,"1,053","5,754",18.3%,"1,901","16,291",11.7%,260,175,281,62.3%,"11,017",486,4.4%,"21,896","706,671,504","$32,274",887.4,337,"4,378","18,396",24%,"3,449","12,807",929,"5,589",16.6%,15,---,13,---,4,---,2,---,2,---,4,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 118 , Irion County ,"1,748",239,1.7,"1,318",75.4%,2,0.1%,423,24.2%,5,0.3%,54,26,28,3.1%,186,95,91,10.6%,648,315,333,37.1%,516,256,260,29.5%,344,168,176,19.7%,860,888,49.2%,50.8%,3.6%,0,37,"$30,053",143, 8 ,1,12.5%,3,37.5%,0,0.0%,5,41.7%,25.4,0,---,0,---,1,57.2,3,171.6,0,---,1,57.2,0,---,13,---,#REF!,#REF!,2,---,1,---,1,---,0,---,0,---,0,---,0,---,0,---,0,---,2,---,2,---,0,---,0,---,171,"1,800",9.5%,53,353,15.0%,118,"1,447",8.2%,12,1,9,11.1%,995,36,3.6%,"1,743","52,382,379","$30,053","1,051.5",12,459,"1,498",31%,349,"1,122",110,376,29.3%,0,---,0,---,0,---,1,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 119 , Jack County ,"8,844",176,9.6,"7,556",85.4%,450,5.1%,762,8.6%,76,0.9%,517,252,265,5.8%,"1,056",558,498,11.9%,"3,714","1,418","2,296",42.0%,"2,166","1,041","1,125",24.5%,"1,391",776,615,15.7%,"4,045","4,799",45.7%,54.3%,4.2%,10,198,"$25,910",969, 91 ,6,6.6%,41,45.1%,9,9.9%,65,71.4%,64.2,0,---,0,---,4,45.2,6,67.8,0,---,14,158.3,0,---,97,902.1,#REF!,#REF!,31,281.8,8,---,18,---,6,---,0,---,5,---,4,---,1,---,2,---,8,---,4,---,1,---,0,---,"1,113","8,007",13.9%,319,"1,823",17.5%,794,"6,184",12.8%,125,24,94,25.5%,"4,368",183,4.2%,"8,904","230,702,640","$25,910",916.6,91,"1,687","6,429",26%,"1,303","4,594",384,"1,835",20.9%,7,---,2,---,1,---,1,---,1,---,0,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 120 , Jackson County ,"14,559",141,17.6,"9,342",64.2%,"1,115",7.7%,"3,981",27.3%,121,0.8%,"1,055",517,538,7.2%,"1,980",929,"1,051",13.6%,"5,567","2,756","2,811",38.2%,"3,683","1,829","1,854",25.3%,"2,274","1,289",985,15.6%,"7,320","7,239",50.3%,49.7%,4.6%,90,"1,376","$25,407","2,794", 200 ,16,8.0%,92,46.0%,13,6.5%,114,52.1%,72.6,0,---,0,---,16,109.9,35,240.4,0,---,2,13.7,0,---,159,882.2,#REF!,#REF!,39,200.1,7,---,50,284.0,10,---,2,---,6,---,7,---,0,---,0,---,5,---,1,---,0,---,3,---,"2,031","13,911",14.6%,777,"3,564",21.8%,"1,254","10,347",12.1%,186,113,189,59.8%,"6,411",296,4.6%,"14,059","357,197,013","$25,407",829.5,219,"2,982","11,846",25%,"2,333","8,337",649,"3,509",18.5%,3,---,2,---,7,---,1,---,5,---,1,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 121 , Jasper County ,"34,863",83,37.2,"26,745",76.7%,"6,228",17.9%,"1,610",4.6%,280,0.8%,"2,340","1,138","1,202",6.7%,"4,619","2,265","2,354",13.2%,"13,142","6,511","6,631",37.7%,"9,174","4,659","4,515",26.3%,"5,588","3,101","2,487",16.0%,"17,674","17,189",50.7%,49.3%,6.3%,223,"5,890","$26,637","9,054", 457 ,17,3.7%,200,43.8%,43,9.4%,292,61.3%,70.2,0,---,0,---,45,129.1,102,292.6,0,---,2,5.7,1,2.9,369,900.5,#REF!,#REF!,94,227.7,28,65.0,88,204.5,22,49.3,8,---,18,---,12,---,3,---,3,---,24,69.9,11,---,2,---,9,---,"6,984","34,235",20.4%,"2,557","8,668",29.5%,"4,427","25,567",17.3%,470,289,428,67.5%,"15,604",984,6.3%,"34,358","915,194,046","$26,637",937.4,476,"6,025","28,441",21%,"4,856","20,052","1,169","8,389",13.9%,15,---,8,---,9,---,3,---,6,---,3,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 122 , Jeff Davis County ,"2,486",233,1.1,"1,569",63.1%,24,1.0%,877,35.3%,16,0.6%,108,48,60,4.3%,223,112,111,9.0%,870,417,453,35.0%,779,381,398,31.3%,506,248,258,20.4%,"1,206","1,280",48.5%,51.5%,4.0%,0,36,"$22,612",384, 23 ,0,0.0%,9,39.1%,4,17.4%,12,109.1%,55.2,0,---,0,---,0,---,1,40.2,0,---,1,40.2,0,---,15,---,#REF!,#REF!,6,---,0,---,1,---,1,---,0,---,2,---,1,---,0,---,0,---,1,---,0,---,0,---,0,---,301,"2,246",13.4%,96,429,22.4%,205,"1,817",11.3%,18,7,18,38.9%,"1,198",48,4.0%,"2,230","50,424,760","$22,612","2,264.4",11,794,"1,802",44%,669,"1,402",125,400,31.3%,1,---,0,---,0,---,0,---,0,---,1,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 123 , Jefferson County ,"245,922",19,272.2,"114,260",46.5%,"85,336",34.7%,"35,274",14.3%,"11,052",4.5%,"16,987","8,338","8,649",6.9%,"33,449","16,539","16,910",13.6%,"106,605","48,756","57,849",43.3%,"57,690","29,142","28,548",23.5%,"31,191","18,328","12,863",12.7%,"121,103","124,819",49.2%,50.8%,6.1%,"1,492","34,363","$32,381","51,692"," 3,556 ",160,4.5%,"1,706",48.0%,356,10.0%,"2,333",68.3%,72.9,8,3.3,4,1.6,325,132.2,470,191.1,0,---,0,---,11,4.6,"2,501",981.1,#REF!,#REF!,634,246.9,156,60.7,573,226.0,166,65.1,35,24.4,97,38.0,88,34.5,27,7.6,22,6.1,150,59.8,59,23.2,19,---,38,15.5,"46,353","227,221",20.4%,"18,072","59,644",30.3%,"28,281","167,577",16.9%,"2,747","1,948","3,306",58.9%,"112,101","6,825",6.1%,"240,964","7,802,655,284","$32,381",903.6,"3,418","47,274","196,287",24%,"38,847","137,954","8,427","58,333",14.4%,117,44.4,45,17.8,50,19.4,32,32.6,51,19.7,24,9.7,38,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 124 , Jim Hogg County ,"5,090",202,4.5,452,8.9%,22,0.4%,"4,594",90.3%,22,0.4%,378,183,195,7.4%,765,372,393,15.0%,"2,045","1,015","1,030",40.2%,"1,117",547,570,21.9%,785,448,337,15.4%,"2,565","2,525",50.4%,49.6%,4.3%,52,"1,185","$24,698","1,616", 97 ,13,13.4%,52,53.6%,11,11.3%,48,51.6%,95.6,0,---,0,---,3,58.9,14,275.0,0,---,0,---,1,19.6,43,729.4,#REF!,#REF!,12,---,4,---,12,---,2,---,1,---,1,---,1,---,1,---,0,---,1,---,1,---,0,---,1,---,"1,202","4,967",24.2%,463,"1,399",33.1%,739,"3,568",20.7%,92,73,99,73.7%,"2,695",117,4.3%,"4,989","123,218,322","$24,698","1,136.1",93,"1,039","4,205",25%,820,"2,875",219,"1,330",16.5%,1,---,2,---,5,---,0,---,0,---,3,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 125 , Jim Wells County ,"41,102",72,47.5,"8,867",21.6%,199,0.5%,"31,733",77.2%,303,0.7%,"3,348","1,633","1,715",8.1%,"6,573","3,214","3,359",16.0%,"16,514","8,306","8,208",40.2%,"9,439","4,790","4,649",23.0%,"5,228","2,969","2,259",12.7%,"20,912","20,190",50.9%,49.1%,4.7%,337,"7,808","$27,037","12,142", 724 ,76,10.5%,411,56.8%,74,10.2%,319,43.3%,87.2,0,---,0,---,29,70.6,146,355.2,0,---,18,43.8,1,2.4,340,843.4,#REF!,#REF!,103,251.4,18,---,59,144.2,11,---,5,---,11,---,23,56.8,6,---,0,---,16,---,6,---,4,---,10,---,"8,950","40,498",22.1%,"3,613","11,769",30.7%,"5,337","28,729",18.6%,771,535,707,75.7%,"20,474",959,4.7%,"40,701","1,100,432,937","$27,037",864.5,737,"9,461","36,258",26%,"7,408","24,555","2,053","11,703",17.5%,7,---,7,---,5,---,3,---,7,---,6,---,8,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 126 , Johnson County ,"150,981",24,207.0,"119,715",79.3%,"4,075",2.7%,"24,509",16.2%,"2,682",1.8%,"10,500","5,140","5,360",7.0%,"23,277","11,287","11,990",15.4%,"64,378","31,572","32,806",42.6%,"37,257","18,721","18,536",24.7%,"15,569","8,687","6,882",10.3%,"75,407","75,574",49.9%,50.1%,4.6%,548,"12,582","$28,192","22,694"," 2,069 ",111,5.4%,791,38.2%,155,7.5%,"1,314",63.5%,65.5,7,4.7,0,---,56,37.1,276,182.8,6,4.0,105,69.5,9,6.0,"1,072",827.3,#REF!,#REF!,291,229.2,63,51.2,238,177.6,79,58.8,18,---,69,56.7,37,26.8,19,---,15,---,62,42.1,30,19.5,4,---,16,---,"14,455","146,010",9.9%,"5,728","37,934",15.1%,"8,727","108,076",8.1%,"1,887","1,141","2,035",56.1%,"72,699","3,373",4.6%,"145,914","4,113,607,488","$28,192",729.4,"2,069","30,998","132,764",23%,"24,612","93,387","6,386","39,377",16.2%,19,---,19,---,33,25.0,6,---,17,---,8,---,15,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
