 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 154 , McCulloch County ,"8,113",178,7.6,"5,626",69.3%,124,1.5%,"2,325",28.7%,38,0.5%,526,257,269,6.5%,"1,042",532,510,12.8%,"2,768","1,389","1,379",34.1%,"2,125","1,088","1,037",26.2%,"1,652",943,709,20.4%,"4,209","3,904",51.9%,48.1%,4.6%,80,"1,393","$24,968","2,218", 111 ,5,4.5%,41,36.9%,6,5.4%,70,57.4%,79.9,0,---,0,---,1,12.3,19,234.2,0,---,2,24.7,0,---,100,788.8,#REF!,#REF!,31,226.0,4,---,23,188.2,7,---,1,---,6,---,4,---,0,---,0,---,6,---,1,---,0,---,2,---,"1,830","7,854",23.3%,687,"1,941",35.4%,"1,143","5,913",19.3%,164,67,102,65.7%,"3,714",169,4.6%,"7,958","198,695,344","$24,968","1,069.3",122,"1,695","6,405",26%,"1,371","4,522",324,"1,883",17.2%,0,---,1,---,3,---,1,---,1,---,0,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 155 , McLennan County ,"224,167",21,215.2,"133,354",59.5%,"34,825",15.5%,"51,698",23.1%,"4,290",1.9%,"16,975","8,324","8,651",7.6%,"29,936","14,571","15,365",13.4%,"102,192","50,944","51,248",45.6%,"47,605","24,502","23,103",21.2%,"27,459","16,101","11,358",12.2%,"114,442","109,725",51.1%,48.9%,4.8%,"1,808","26,661","$28,361","42,877"," 3,462 ",196,5.7%,"1,482",42.8%,330,9.5%,"1,911",56.8%,68.0,4,1.8,26,11.6,509,227.1,"1,234",550.5,20,8.9,192,85.7,16,7.1,"2,023",890.0,#REF!,#REF!,492,214.9,131,56.6,451,206.4,149,69.5,41,34.7,88,40.0,101,46.6,25,7.2,18,---,93,42.3,38,17.1,13,---,26,12.0,"41,418","215,719",19.2%,"13,451","56,517",23.8%,"27,967","159,202",17.6%,"2,262","1,954","3,457",56.5%,"111,827","5,376",4.8%,"225,715","6,401,503,115","$28,361","1,041.9","3,363","53,229","194,964",27%,"43,354","137,311","9,875","57,653",17.1%,74,29.5,46,19.1,39,17.4,19,---,32,13.6,20,9.7,61,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 156 , McMullen County ,863,248,0.8,561,65.0%,8,0.9%,291,33.7%,3,0.3%,31,16,15,3.6%,71,38,33,8.2%,288,156,132,33.4%,272,117,155,31.5%,201,104,97,23.3%,431,432,49.9%,50.1%,5.9%,0,42,"$27,061",98, 11 ,1,9.1%,2,18.2%,3,27.3%,7,77.8%,70.5,0,---,0,---,0,---,2,231.7,0,---,0,---,0,---,8,---,#REF!,#REF!,1,---,0,---,1,---,0,---,0,---,0,---,3,---,0,---,0,---,0,---,0,---,0,---,0,---,143,911,15.7%,35,154,22.7%,108,757,14.3%,8,6,11,54.5%,341,20,5.9%,847,"22,920,667","$27,061","1,113.0",9,297,722,41%,241,571,56,151,37.1%,1,---,0,---,1,---,0,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 157 , Madison County ,"13,534",149,28.8,"8,176",60.4%,"2,967",21.9%,"2,302",17.0%,89,0.7%,820,402,418,6.1%,"1,455",709,746,10.8%,"6,264","1,977","4,287",46.3%,"3,035","1,488","1,547",22.4%,"1,960","1,091",869,14.5%,"5,667","7,867",41.9%,58.1%,5.3%,116,"1,732","$23,346","2,580", 179 ,8,4.5%,86,48.0%,8,4.5%,95,72.5%,90.5,1,8.9,0,---,15,110.8,28,206.9,0,---,7,51.7,1,8.9,136,896.4,#REF!,#REF!,38,236.1,5,---,30,196.4,7,---,5,---,5,---,4,---,0,---,2,---,9,---,2,---,1,---,4,---,"2,137","10,424",20.5%,699,"2,709",25.8%,"1,438","7,715",18.6%,141,97,156,62.2%,"4,953",261,5.3%,"13,182","307,746,972","$23,346",469.7,131,"2,534","8,818",29%,"1,960","6,102",574,"2,716",21.1%,10,---,4,---,5,---,3,---,1,---,0,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 158 , Marion County ,"10,880",161,28.5,"7,974",73.3%,"2,537",23.3%,254,2.3%,115,1.1%,573,281,292,5.3%,"1,244",609,635,11.4%,"3,411","1,697","1,714",31.4%,"3,299","1,691","1,608",30.3%,"2,353","1,261","1,092",21.6%,"5,539","5,341",50.9%,49.1%,5.4%,95,"2,095","$22,704","2,888", 102 ,4,3.9%,52,51.0%,16,15.7%,53,45.3%,60.1,0,---,0,---,13,119.5,27,248.2,0,---,24,220.6,2,18.4,164,1082.6,#REF!,#REF!,48,314.4,6,---,36,210.2,11,---,4,---,12,---,4,---,1,---,0,---,8,---,4,---,0,---,3,---,"2,822","10,812",26.1%,856,"2,265",37.8%,"1,966","8,547",23.0%,126,74,83,89.2%,"5,008",268,5.4%,"10,730","243,613,920","$22,704",381.2,117,"2,091","8,499",25%,"1,746","6,331",345,"2,168",15.9%,5,---,4,---,4,---,0,---,6,---,5,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 159 , Martin County ,"4,820",205,5.3,"2,640",54.8%,80,1.7%,"2,082",43.2%,18,0.4%,397,193,204,8.2%,795,385,410,16.5%,"1,932",994,938,40.1%,994,500,494,20.6%,702,368,334,14.6%,"2,440","2,380",50.6%,49.4%,4.2%,30,681,"$24,960","1,129", 75 ,4,5.3%,27,36.0%,5,6.7%,57,87.7%,75.5,0,---,0,---,2,41.5,7,145.2,0,---,0,---,0,---,51,975.5,#REF!,#REF!,13,---,1,---,7,---,3,---,0,---,4,---,1,---,1,---,0,---,5,---,3,---,0,---,0,---,773,"4,367",17.7%,365,"1,383",26.4%,408,"2,984",13.7%,90,50,73,68.5%,"2,131",89,4.2%,"4,393","109,649,280","$24,960",914.8,65,"1,149","3,916",29%,839,"2,569",310,"1,347",23.0%,4,---,5,---,0,---,1,---,0,---,1,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 160 , Mason County ,"3,719",217,4.0,"2,852",76.7%,3,0.1%,836,22.5%,28,0.8%,188,92,96,5.1%,384,194,190,10.3%,"1,096",543,553,29.5%,"1,102",562,540,29.6%,949,514,435,25.5%,"1,905","1,814",51.2%,48.8%,3.0%,3,239,"$25,407",562, 47 ,1,2.1%,16,34.0%,2,4.3%,22,59.5%,86.6,0,---,0,---,0,---,12,322.7,0,---,0,---,0,---,44,694.3,#REF!,#REF!,7,---,2,---,9,---,4,---,2,---,5,---,1,---,0,---,0,---,3,---,1,---,0,---,1,---,602,"3,859",15.6%,202,729,27.7%,400,"3,130",12.8%,76,24,37,64.9%,"2,432",74,3.0%,"3,857","97,994,799","$25,407",932.1,37,"1,342","3,082",44%,"1,057","2,334",285,748,38.1%,2,---,0,---,0,---,0,---,0,---,1,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 161 , Matagorda County ,"37,063",79,33.3,"18,127",48.9%,"4,610",12.4%,"13,068",35.3%,"1,258",3.4%,"2,785","1,358","1,427",7.5%,"5,459","2,653","2,806",14.7%,"14,809","7,333","7,476",40.0%,"9,270","4,543","4,727",25.0%,"4,740","2,676","2,064",12.8%,"18,563","18,500",50.1%,49.9%,7.1%,178,"5,407","$24,175","8,786", 550 ,35,6.4%,269,48.9%,44,8.0%,288,54.4%,75.0,0,---,0,---,61,164.6,104,280.6,0,---,3,8.1,0,---,326,866.5,#REF!,#REF!,68,182.3,25,67.4,82,214.5,29,73.5,8,---,18,---,10,---,4,---,0,---,23,62.8,12,---,3,---,2,---,"8,696","37,162",23.4%,"3,468","10,352",33.5%,"5,228","26,810",19.5%,655,374,540,69.3%,"15,998","1,133",7.1%,"36,993","894,305,775","$24,175","1,114.5",529,"8,650","31,962",27%,"6,994","21,999","1,656","9,963",16.6%,8,---,10,---,3,---,4,---,3,---,1,---,5,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 162 , Maverick County ,"52,162",57,40.7,"1,654",3.2%,56,0.1%,"49,727",95.3%,725,1.4%,"5,180","2,539","2,641",9.9%,"9,724","4,772","4,952",18.6%,"22,012","11,409","10,603",42.2%,"10,149","5,386","4,763",19.5%,"5,097","2,895","2,202",9.8%,"27,001","25,161",51.8%,48.2%,13.0%,578,"15,022","$15,672","20,375"," 1,061 ",79,7.4%,340,32.0%,99,9.3%,831,78.0%,93.0,15,28.8,1,1.9,9,17.3,115,220.5,0,---,116,222.4,1,1.9,300,747.2,#REF!,#REF!,71,180.9,15,---,66,160.6,13,---,1,---,11,---,23,57.8,4,---,4,---,10,---,7,---,2,---,2,---,"19,079","52,128",36.6%,"8,535","18,198",46.9%,"10,544","33,930",31.1%,"1,381",759,"1,080",70.3%,"19,587","2,537",13.0%,"50,863","797,124,936","$15,672","1,280.1","1,066","14,471","46,843",31%,"11,452","29,394","3,019","17,449",17.3%,1,---,7,---,8,---,5,---,12,---,9,---,13,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 163 , Medina County ,"43,472",68,32.7,"21,918",50.4%,766,1.8%,"20,405",46.9%,383,0.9%,"2,825","1,380","1,445",6.5%,"6,498","3,053","3,445",14.9%,"17,891","8,321","9,570",41.2%,"10,974","5,475","5,499",25.2%,"5,284","2,814","2,470",12.2%,"21,043","22,429",48.4%,51.6%,4.6%,203,"5,031","$24,966","8,016", 591 ,35,5.9%,236,39.9%,49,8.3%,382,78.1%,71.0,7,16.8,0,---,16,36.8,97,223.1,1,2.3,8,18.4,0,---,331,791.6,#REF!,#REF!,90,216.9,24,59.6,62,143.7,15,---,2,---,16,---,13,---,2,---,3,---,15,---,8,---,2,---,9,---,"6,515","42,032",15.5%,"2,529","11,141",22.7%,"3,986","30,891",12.9%,525,311,593,52.4%,"19,784",911,4.6%,"43,158","1,077,482,628","$24,966","1,327.8",489,"9,905","37,162",27%,"7,471","25,726","2,434","11,436",21.3%,7,---,9,---,7,---,6,---,9,---,6,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 164 , Menard County ,"2,297",234,2.5,"1,506",65.6%,7,0.3%,759,33.0%,25,1.1%,125,59,66,5.4%,222,104,118,9.7%,745,354,391,32.4%,660,340,320,28.7%,545,288,257,23.7%,"1,145","1,152",49.8%,50.2%,4.1%,5,240,"$22,995",524, 21 ,2,9.5%,13,61.9%,2,9.5%,8,26.7%,59.3,0,---,0,---,1,43.5,6,261.2,0,---,0,---,0,---,39,994.0,#REF!,#REF!,9,---,5,---,8,---,2,---,0,---,0,---,0,---,0,---,0,---,4,---,3,---,0,---,0,---,498,"2,165",23.0%,168,411,40.9%,330,"1,754",18.8%,52,12,25,48.0%,"1,068",44,4.1%,"2,145","49,324,275","$22,995",901.9,30,658,"1,637",40%,548,"1,255",110,382,28.8%,2,---,2,---,1,---,2,---,1,---,0,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 165 , Midland County ,"124,383",30,138.2,"69,918",56.2%,"8,847",7.1%,"43,433",34.9%,"2,185",1.8%,"10,079","4,936","5,143",8.1%,"18,192","8,871","9,321",14.6%,"50,439","25,766","24,673",40.6%,"30,960","16,042","14,918",24.9%,"14,713","8,470","6,243",11.8%,"64,085","60,298",51.5%,48.5%,3.4%,"3,766","13,084","$48,992","22,082"," 2,087 ",124,5.9%,882,42.3%,178,8.5%,"1,580",69.9%,81.0,4,3.2,1,0.8,165,132.7,511,410.8,8,6.4,35,28.1,9,7.2,912,752.6,#REF!,#REF!,224,185.3,52,42.9,188,154.4,45,37.2,12,---,59,48.9,28,23.0,9,---,12,---,50,40.7,27,21.2,4,---,17,---,"17,610","122,292",14.4%,"6,959","34,113",20.4%,"10,651","88,179",12.1%,"1,590","1,248","2,028",61.5%,"69,741","2,352",3.4%,"123,433","6,047,229,536","$48,992",900.3,"2,260","29,230","111,813",26%,"21,385","76,164","7,845","35,649",22.0%,36,29.9,74,61.4,19,---,16,---,10,---,16,---,6,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 166 , Milam County ,"25,618",99,25.2,"17,022",66.4%,"2,911",11.4%,"5,517",21.5%,168,0.7%,"1,831",894,937,7.1%,"3,626","1,709","1,917",14.2%,"9,346","4,595","4,751",36.5%,"6,456","3,255","3,201",25.2%,"4,359","2,451","1,908",17.0%,"12,904","12,714",50.4%,49.6%,4.6%,170,"3,557","$25,773","5,678", 342 ,17,5.0%,148,43.3%,19,5.6%,262,74.2%,74.4,1,3.9,0,---,40,156.1,102,398.2,3,11.7,27,105.4,1,3.9,335,972.6,#REF!,#REF!,64,182.9,23,63.5,59,172.1,16,---,4,---,19,---,15,---,2,---,2,---,12,---,8,---,1,---,4,---,"4,707","24,774",19.0%,"1,759","6,491",27.1%,"2,948","18,283",16.1%,335,190,321,59.2%,"12,127",556,4.6%,"24,849","640,433,277","$25,773","1,016.7",353,"5,143","20,656",25%,"4,020","14,359","1,123","6,297",17.8%,16,---,9,---,5,---,4,---,9,---,3,---,7,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 167 , Mills County ,"5,240",200,7.0,"4,426",84.5%,65,1.2%,731,14.0%,18,0.3%,263,126,137,5.0%,579,273,306,11.0%,"1,731",835,896,33.0%,"1,477",709,768,28.2%,"1,190",653,537,22.7%,"2,596","2,644",49.5%,50.5%,4.0%,23,333,"$25,304","1,067", 48 ,4,8.3%,17,35.4%,4,8.3%,35,66.0%,57.5,0,---,0,---,0,---,2,38.2,0,---,1,19.1,0,---,75,813.0,#REF!,#REF!,20,---,4,---,14,---,6,---,2,---,5,---,4,---,0,---,0,---,2,---,0,---,0,---,0,---,889,"4,912",18.1%,293,"1,058",27.7%,596,"3,854",15.5%,64,22,42,52.4%,"2,405",97,4.0%,"4,991","126,292,264","$25,304",748.1,53,"1,320","3,966",33%,"1,015","2,857",305,"1,109",27.5%,4,---,6,---,1,---,1,---,2,---,1,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 168 , Mitchell County ,"9,596",168,10.5,"5,106",53.2%,"1,212",12.6%,"3,201",33.4%,77,0.8%,478,230,248,5.0%,917,449,468,9.6%,"4,331","1,257","3,074",45.1%,"2,429",952,"1,477",25.3%,"1,441",825,616,15.0%,"3,713","5,883",38.7%,61.3%,5.9%,44,981,"$17,487","1,691", 118 ,9,7.6%,63,53.4%,13,11.0%,75,81.5%,93.9,0,---,0,---,2,20.8,12,125.1,0,---,0,---,0,---,88,742.2,#REF!,#REF!,22,174.1,7,---,13,---,6,---,0,---,6,---,1,---,0,---,1,---,5,---,4,---,0,---,2,---,"1,695","6,544",25.9%,516,"1,643",31.4%,"1,179","4,901",24.1%,96,66,103,64.1%,"3,367",200,5.9%,"9,218","161,195,166","$17,487",910.0,92,"1,423","5,501",26%,"1,116","3,851",307,"1,650",18.6%,0,---,5,---,2,---,1,---,1,---,3,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 169 , Montague County ,"19,773",120,21.2,"18,231",92.2%,32,0.2%,"1,313",6.6%,197,1.0%,"1,250",611,639,6.3%,"2,393","1,210","1,183",12.1%,"6,642","3,298","3,344",33.6%,"5,362","2,761","2,601",27.1%,"4,126","2,318","1,808",20.9%,"10,198","9,575",51.6%,48.4%,4.1%,84,"1,434","$29,633","3,535", 247 ,14,5.7%,100,40.5%,11,4.5%,135,57.4%,74.9,0,---,0,---,9,45.5,18,91.0,0,---,2,10.1,0,---,233,812.6,#REF!,#REF!,64,208.2,21,68.0,58,197.8,20,---,2,---,8,---,9,---,0,---,0,---,14,---,5,---,1,---,1,---,"2,879","19,453",14.8%,898,"4,468",20.1%,"1,981","14,985",13.2%,269,127,236,53.8%,"9,997",408,4.1%,"19,600","580,806,800","$29,633",930.7,235,"3,911","15,825",25%,"3,088","11,315",823,"4,510",18.2%,6,---,7,---,4,---,3,---,4,---,5,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 170 , Montgomery County ,"399,941",11,383.1,"315,372",78.9%,"14,831",3.7%,"62,121",15.5%,"7,617",1.9%,"27,574","13,501","14,073",6.9%,"62,472","30,052","32,420",15.6%,"165,981","82,790","83,191",41.5%,"107,577","53,612","53,965",26.9%,"36,337","19,992","16,345",9.1%,"199,947","199,994",50.0%,50.0%,4.4%,804,"24,143","$40,811","48,053"," 5,955 ",200,3.4%,"1,849",31.0%,521,8.7%,"3,857",61.8%,71.9,12,3.0,1,0.3,111,27.8,486,121.5,3,0.8,65,16.3,9,2.3,"2,566",869.8,#REF!,#REF!,584,213.3,149,56.0,610,190.4,204,63.9,37,18.2,152,53.5,72,23.7,50,8.4,25,4.2,209,56.8,84,21.2,15,---,56,15.0,"44,177","394,438",11.2%,"15,661","103,715",15.1%,"28,516","290,723",9.8%,"3,844","2,603","5,874",44.3%,"195,544","8,652",4.4%,"392,323","16,011,093,953","$40,811","1,044.0","6,246","99,380","374,531",27%,"71,610","260,618","27,770","113,913",24.4%,51,22.5,48,19.1,44,14.3,29,25.5,59,21.6,25,6.5,43,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 171 , Moore County ,"19,944",118,22.2,"9,085",45.6%,83,0.4%,"10,493",52.6%,283,1.4%,"1,741",852,889,8.7%,"3,423","1,658","1,765",17.2%,"8,596","4,198","4,398",43.1%,"4,106","1,999","2,107",20.6%,"2,078","1,139",939,10.4%,"9,846","10,098",49.4%,50.6%,3.4%,110,"1,587","$27,269","3,823", 404 ,29,7.2%,172,42.6%,25,6.2%,235,58.3%,96.2,1,5.0,0,---,9,45.1,55,275.8,0,---,3,15.0,0,---,144,847.4,#REF!,#REF!,36,219.2,5,---,32,191.4,12,---,1,---,11,---,3,---,2,---,0,---,14,---,9,---,0,---,1,---,"2,956","20,386",14.5%,"1,405","6,921",20.3%,"1,551","13,465",11.5%,167,187,385,48.6%,"10,389",355,3.4%,"19,975","544,698,275","$27,269",899.7,403,"6,222","18,236",34%,"4,191","11,497","2,031","6,739",30.1%,5,---,3,---,2,---,0,---,0,---,1,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 172 , Morris County ,"13,155",151,51.7,"9,196",69.9%,"3,277",24.9%,567,4.3%,115,0.9%,827,401,426,6.3%,"1,653",790,863,12.6%,"4,615","2,323","2,292",35.1%,"3,582","1,854","1,728",27.2%,"2,478","1,419","1,059",18.8%,"6,787","6,368",51.6%,48.4%,5.4%,72,"1,636","$27,380","2,977", 170 ,14,8.2%,93,54.7%,8,4.7%,105,60.0%,73.2,0,---,0,---,35,266.1,59,448.5,0,---,1,7.6,0,---,180,1002.5,#REF!,#REF!,59,319.9,10,---,40,215.7,16,---,2,---,10,---,8,---,2,---,0,---,9,---,5,---,0,---,2,---,"2,332","12,813",18.2%,863,"2,955",29.2%,"1,469","9,858",14.9%,181,93,181,51.4%,"6,166",335,5.4%,"12,969","355,091,220","$27,380",254.5,175,"2,190","10,656",21%,"1,728","7,666",462,"2,990",15.5%,6,---,7,---,1,---,2,---,0,---,0,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 173 , Motley County ,"1,381",244,1.4,"1,135",82.2%,52,3.8%,183,13.3%,11,0.8%,58,27,31,4.2%,164,67,97,11.9%,431,195,236,31.2%,364,178,186,26.4%,364,208,156,26.4%,675,706,48.9%,51.1%,4.1%,0,42,"$21,167",231, 17 ,1,5.9%,3,17.6%,1,5.9%,8,44.4%,87.2,0,---,0,---,0,---,1,72.4,0,---,0,---,0,---,23,822.0,#REF!,#REF!,8,---,2,---,3,---,0,---,0,---,0,---,1,---,0,---,0,---,2,---,0,---,0,---,0,---,224,"1,273",17.6%,69,273,25.3%,155,"1,000",15.5%,10,7,12,58.3%,632,26,4.1%,"1,285","27,199,595","$21,167",989.4,18,334,994,34%,260,724,74,270,27.4%,2,---,0,---,1,---,0,---,0,---,0,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 174 , Nacogdoches County ,"62,867",53,66.4,"42,196",67.1%,"10,634",16.9%,"9,246",14.7%,791,1.3%,"4,222","2,069","2,153",6.7%,"8,069","3,986","4,083",12.8%,"29,147","14,871","14,276",46.4%,"13,718","6,971","6,747",21.8%,"7,711","4,453","3,258",12.3%,"32,350","30,517",51.5%,48.5%,4.8%,476,"8,208","$23,228","12,865", 991 ,54,5.4%,485,48.9%,83,8.4%,585,61.9%,66.6,5,8.0,3,4.8,113,179.7,244,388.1,2,3.2,9,14.3,4,6.4,561,902.1,#REF!,#REF!,128,205.4,48,76.7,121,194.5,41,65.9,13,---,31,50.9,21,32.9,9,---,6,---,34,54.2,21,32.7,4,---,14,---,"13,487","56,668",23.8%,"4,341","14,616",29.7%,"9,146","42,052",21.7%,542,724,958,75.6%,"30,764","1,464",4.8%,"61,624","1,431,402,272","$23,228",946.8,945,"15,230","51,903",29%,"12,632","36,912","2,598","14,991",17.3%,9,---,15,---,14,---,10,---,8,---,10,---,5,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
