 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,YEAR of DATA,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,SFY2009,SFY2009,2009,SFY2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,SFY2009,FY2009,FY2009,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 163 , Medina County ,"44,659",69,33.6,"22,293",49.9%,711,1.6%,"21,278",47.6%,377,0.8%,"2,904","1,420","1,484",6.5%,"6,168","2,924","3,244",13.8%,"18,133","8,401","9,732",40.6%,"11,829","5,853","5,976",26.5%,"5,625","2,993","2,632",12.6%,"21,591","23,068",48.3%,51.7%,6.7%,57,"5,565","$29,735","8,211", 544 ,30,5.5%,252,46.3%,50,9.2%,321,67.7%,64.8,1,2.3,0,---,23,51.5,116,259.7,1,2.2,16,35.8,1,2.3,356,800.6,#REF!,#REF!,99,218.3,15,---,68,149.1,14,---,3,---,22,51.5,6,---,2,---,2,---,15,---,8,---,3,---,3,---,"7,529","42,899",17.6%,"2,767","11,369",24.3%,"4,762","31,530",15.1%,770,0,583,0.0%,"20,052","1,349",6.7%,"44,728","1,329,987,080","$29,735","1,327.8",474,"10,173","37,959",27%,"8,308","26,605","1,865","11,354",16.4%,9,---,8,---,9,---,5,---,13,---,8,---,10,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 164 , Menard County ,"2,354",234,2.6,"1,533",65.1%,9,0.4%,786,33.4%,26,1.1%,137,66,71,5.8%,224,104,120,9.5%,732,342,390,31.1%,677,362,315,28.8%,584,297,287,24.8%,"1,171","1,183",49.7%,50.3%,6.8%,0,248,"$31,992",536, 18 ,1,5.6%,7,38.9%,2,11.1%,9,50.0%,52.6,0,---,0,---,2,85.0,7,297.4,0,---,1,42.5,0,---,25,565.8,#REF!,#REF!,5,---,1,---,5,---,2,---,1,---,1,---,1,---,0,---,0,---,1,---,0,---,0,---,0,---,534,"2,090",25.6%,153,402,38.1%,381,"1,688",22.6%,50,0,17,0.0%,"1,114",76,6.8%,"2,127","68,046,984","$31,992",901.9,18,598,"1,564",38%,488,"1,167",110,397,27.7%,0,---,0,---,0,---,0,---,1,---,1,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 165 , Midland County ,"133,023",29,147.8,"70,500",53.0%,"9,403",7.1%,"50,477",37.9%,"2,643",2.0%,"11,094","5,436","5,658",8.3%,"18,904","9,269","9,635",14.2%,"53,390","27,032","26,358",40.1%,"33,701","17,558","16,143",25.3%,"15,934","9,146","6,788",12.0%,"68,441","64,582",51.5%,48.5%,5.6%,"18,303","11,554","$54,164","22,596"," 2,265 ",138,6.1%,994,43.9%,174,7.7%,"1,332",58.9%,83.8,4,3.1,1,0.8,228,171.4,727,546.5,3,2.3,43,32.3,7,5.5,970,720.2,#REF!,#REF!,257,189.6,58,43.5,181,134.1,49,36.9,15,---,66,49.4,31,23.1,17,---,7,---,51,37.5,29,21.6,2,---,14,---,"16,257","130,458",12.5%,"6,492","36,731",17.7%,"9,765","93,727",10.4%,"1,968",0,"2,296",0.0%,"74,626","4,210",5.6%,"132,316","7,166,763,824","$54,164",900.3,"2,260","27,449","115,208",24%,"21,517","78,271","5,932","36,937",16.1%,64,47.6,39,29.4,16,---,13,---,17,---,14,---,22,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 166 , Milam County ,"25,602",101,25.2,"16,592",64.8%,"2,939",11.5%,"5,888",23.0%,183,0.7%,"1,850",907,943,7.2%,"3,522","1,674","1,848",13.8%,"9,237","4,489","4,748",36.1%,"6,553","3,320","3,233",25.6%,"4,440","2,450","1,990",17.3%,"12,840","12,762",50.2%,49.8%,11.1%,29,"3,825","$29,910","6,097", 356 ,23,6.5%,186,52.2%,32,9.0%,202,63.7%,79.3,0,---,0,---,33,128.9,115,449.2,3,11.7,2,7.8,0,---,277,805.9,#REF!,#REF!,57,160.0,5,---,71,199.7,19,---,2,---,13,---,7,---,1,---,4,---,18,---,8,---,2,---,1,---,"4,321","24,048",18.0%,"1,811","6,460",28.0%,"2,510","17,588",14.3%,416,0,361,0.0%,"11,491","1,278",11.1%,"24,628","736,623,480","$29,910","1,016.7",317,"5,421","20,050",27%,"4,166","13,459","1,255","6,591",19.0%,15,---,4,---,10,---,2,---,8,---,5,---,6,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 167 , Mills County ,"5,254",201,7.0,"4,432",84.4%,68,1.3%,738,14.0%,16,0.3%,307,149,158,5.8%,516,247,269,9.8%,"1,732",822,910,33.0%,"1,439",700,739,27.4%,"1,260",677,583,24.0%,"2,595","2,659",49.4%,50.6%,5.4%,2,380,"$30,552","1,023", 39 ,0,0.0%,17,43.6%,4,10.3%,26,68.4%,47.4,0,---,0,---,2,38.1,15,285.5,1,19.0,0,---,0,---,70,852.6,#REF!,#REF!,19,---,5,---,13,---,3,---,1,---,5,---,1,---,2,---,1,---,6,---,2,---,1,---,1,---,924,"4,757",19.4%,316,"1,034",30.6%,608,"3,723",16.3%,79,0,42,0.0%,"2,459",134,5.4%,"4,994","152,576,688","$30,552",748.1,38,"1,158","3,799",30%,908,"2,681",250,"1,118",22.4%,2,---,1,---,2,---,1,---,0,---,2,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 168 , Mitchell County ,"9,610",170,10.6,"4,993",52.0%,"1,208",12.6%,"3,333",34.7%,76,0.8%,496,240,256,5.2%,889,421,468,9.3%,"4,320","1,252","3,068",45.0%,"2,423",980,"1,443",25.2%,"1,482",832,650,15.4%,"3,725","5,885",38.8%,61.2%,8.6%,18,853,"$22,846","1,697", 114 ,4,3.5%,62,54.4%,7,6.1%,63,55.8%,91.1,0,---,0,---,6,62.4,22,228.9,1,10.4,3,31.2,0,---,92,772.7,#REF!,#REF!,21,169.3,1,---,25,210.6,4,---,2,---,7,---,1,---,1,---,1,---,5,---,1,---,0,---,2,---,"1,486","6,574",22.6%,440,"1,761",25.0%,"1,046","4,813",21.7%,114,0,114,0.0%,"3,471",299,8.6%,"9,347","213,541,562","$22,846",910.0,113,"2,410","7,902",30%,"2,083","6,111",327,"1,791",18.3%,1,---,3,---,4,---,1,---,3,---,2,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 169 , Montague County ,"20,159",120,21.7,"18,462",91.6%,26,0.1%,"1,459",7.2%,212,1.1%,"1,319",646,673,6.5%,"2,426","1,214","1,212",12.0%,"6,467","3,228","3,239",32.1%,"5,483","2,821","2,662",27.2%,"4,464","2,465","1,999",22.1%,"10,374","9,785",51.5%,48.5%,7.2%,44,"1,744","$37,905","3,637", 246 ,7,2.8%,95,38.6%,19,7.7%,131,57.0%,76.2,0,---,0,---,2,9.9,20,99.2,0,---,27,133.9,1,5.0,279,938.5,#REF!,#REF!,73,230.4,18,---,61,197.8,14,---,1,---,22,65.6,9,---,3,---,0,---,18,---,9,---,1,---,3,---,"2,967","19,209",15.4%,977,"4,538",21.5%,"1,990","14,671",13.6%,305,0,244,0.0%,"10,830",776,7.2%,"19,568","741,725,040","$37,905",930.7,230,"4,039","15,342",26%,"3,227","10,800",812,"4,542",17.9%,13,---,6,---,12,---,4,---,1,---,2,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 170 , Montgomery County ,"444,895",11,426.1,"343,408",77.2%,"16,068",3.6%,"76,369",17.2%,"9,050",2.0%,"29,915","14,596","15,319",6.7%,"65,364","31,271","34,093",14.7%,"181,207","90,218","90,989",40.7%,"125,236","62,161","63,075",28.1%,"43,173","23,419","19,754",9.7%,"221,665","223,230",49.8%,50.2%,7.0%,358,"29,960","$45,490","52,072"," 6,426 ",186,2.9%,"2,090",32.5%,481,7.5%,"3,845",61.0%,71.2,19,4.2,19,4.3,150,33.7,828,186.1,17,3.8,58,13.0,16,3.5,"2,796",822.8,#REF!,#REF!,645,201.8,141,45.2,699,189.7,219,59.1,61,29.9,138,43.1,53,14.1,18,---,27,4.2,210,52.4,85,19.4,17,---,71,16.3,"49,974","444,604",11.2%,"18,650","122,953",15.2%,"31,324","321,651",9.7%,"6,062",0,"6,545",0.0%,"217,384","15,157",7.0%,"447,718","20,366,691,820","$45,490","1,044.0","6,303","82,638","394,421",21%,"66,267","270,561","16,371","123,860",13.2%,55,21.3,58,18.6,59,16.8,17,---,51,15.0,34,7.2,63,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 171 , Moore County ,"20,536",117,22.8,"8,827",43.0%,90,0.4%,"11,326",55.2%,293,1.4%,"1,773",866,907,8.6%,"3,345","1,617","1,728",16.3%,"8,818","4,293","4,525",42.9%,"4,445","2,179","2,266",21.6%,"2,155","1,166",989,10.5%,"10,121","10,415",49.3%,50.7%,4.7%,95,"1,815","$29,479","4,350", 415 ,26,6.3%,171,41.2%,26,6.3%,218,53.0%,96.7,2,9.5,1,4.9,8,39.0,69,336.0,1,4.9,10,48.7,0,---,138,790.5,#REF!,#REF!,32,187.8,4,---,35,198.1,7,---,2,---,7,---,5,---,1,---,1,---,9,---,3,---,2,---,2,---,"2,375","20,532",11.6%,"1,303","6,981",18.7%,"1,072","13,551",7.9%,370,0,410,0.0%,"11,554",541,4.7%,"20,736","611,276,544","$29,479",899.7,411,"5,884","18,363",32%,"4,244","11,431","1,640","6,932",23.7%,7,---,2,---,2,---,4,---,3,---,1,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 172 , Morris County ,"13,039",152,51.2,"9,017",69.2%,"3,291",25.2%,618,4.7%,113,0.9%,830,406,424,6.4%,"1,576",749,827,12.1%,"4,516","2,276","2,240",34.6%,"3,613","1,885","1,728",27.7%,"2,504","1,423","1,081",19.2%,"6,739","6,300",51.7%,48.3%,14.9%,40,"2,078","$31,447","3,554", 175 ,12,6.9%,97,55.4%,18,10.3%,111,63.4%,76.9,0,---,0,---,16,122.7,37,283.8,0,---,4,30.7,0,---,165,934.7,#REF!,#REF!,38,193.9,10,---,40,230.1,15,---,1,---,10,---,6,---,4,---,0,---,9,---,3,---,1,---,2,---,"2,340","12,444",18.8%,937,"3,105",30.2%,"1,403","9,339",15.0%,245,0,172,0.0%,"6,235",928,14.9%,"12,635","397,332,845","$31,447",254.5,175,"2,318","9,932",23%,"1,900","6,868",418,"3,064",13.6%,5,---,5,---,2,---,0,---,2,---,2,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 173 , Motley County ,"1,396",244,1.4,"1,135",81.3%,55,3.9%,193,13.8%,13,0.9%,61,26,35,4.4%,145,61,84,10.4%,442,194,248,31.7%,358,177,181,25.6%,390,222,168,27.9%,680,716,48.7%,51.3%,5.4%,6,80,"$29,738",193, 13 ,1,7.7%,5,38.5%,0,0.0%,9,69.2%,67.0,0,---,0,---,0,---,1,71.6,0,---,0,---,0,---,17,---,#REF!,#REF!,6,---,1,---,3,---,1,---,0,---,1,---,0,---,0,---,0,---,0,---,0,---,0,---,0,---,262,"1,268",20.7%,86,274,31.4%,176,994,17.7%,14,0,10,0.0%,682,37,5.4%,"1,282","38,124,116","$29,738",989.4,13,332,936,35%,258,664,74,272,27.2%,0,---,1,---,0,---,0,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 174 , Nacogdoches County ,"63,769",53,67.4,"41,539",65.1%,"10,787",16.9%,"10,579",16.6%,864,1.4%,"4,221","2,075","2,146",6.6%,"8,089","3,993","4,096",12.7%,"29,116","14,816","14,300",45.7%,"14,239","7,212","7,027",22.3%,"8,104","4,597","3,507",12.7%,"32,693","31,076",51.3%,48.7%,6.4%,227,"8,948","$28,141","13,820", 945 ,45,4.8%,470,49.7%,59,6.2%,573,61.2%,63.8,1,1.6,2,3.1,120,188.2,331,519.1,0,---,0,---,3,4.7,542,846.4,#REF!,#REF!,116,180.6,35,54.5,121,189.7,33,52.4,6,---,29,45.6,26,39.0,1,---,8,---,32,53.5,15,---,8,---,8,---,"15,207","58,917",25.8%,"4,765","15,085",31.6%,"10,442","43,832",23.8%,666,0,974,0.0%,"31,951","2,033",6.4%,"64,117","1,804,316,497","$28,141",946.8,936,"15,593","54,699",29%,"13,322","39,714","2,271","14,985",15.2%,25,37.4,6,---,15,---,11,---,10,---,6,---,7,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 175 , Navarro County ,"49,625",62,49.2,"29,102",58.6%,"7,819",15.8%,"12,104",24.4%,600,1.2%,"3,634","1,767","1,867",7.3%,"7,301","3,523","3,778",14.7%,"20,008","9,443","10,565",40.3%,"11,968","6,004","5,964",24.1%,"6,714","3,788","2,926",13.5%,"24,525","25,100",49.4%,50.6%,8.0%,164,"6,712","$28,516","11,495", 709 ,40,5.6%,342,48.2%,59,8.3%,340,48.2%,75.1,1,2.0,3,6.0,71,143.1,264,532.0,0,---,4,8.1,4,7.9,509,969.1,#REF!,#REF!,98,187.5,24,44.6,139,266.5,44,80.5,8,---,32,60.3,25,45.5,3,---,0,---,16,---,5,---,4,---,8,---,"8,801","48,008",18.3%,"3,848","13,015",29.6%,"4,953","34,993",14.2%,759,0,732,0.0%,"21,290","1,710",8.0%,"49,440","1,409,831,040","$28,516","1,007.7",705,"11,626","41,479",28%,"9,326","28,441","2,300","13,038",17.6%,30,56.7,10,---,13,---,7,---,6,---,6,---,8,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 176 , Newton County ,"14,290",145,15.3,"10,668",74.7%,"2,974",20.8%,522,3.7%,126,0.9%,758,362,396,5.3%,"1,773",869,904,12.4%,"5,489","2,530","2,959",38.4%,"3,979","2,059","1,920",27.8%,"2,291","1,210","1,081",16.0%,"7,030","7,260",49.2%,50.8%,11.5%,32,"2,515","$26,377","3,322", 146 ,3,2.1%,71,48.6%,10,6.8%,69,54.8%,57.7,0,---,0,---,10,70.0,36,251.9,0,---,0,---,0,---,180,1092.2,#REF!,#REF!,55,339.4,8,---,38,202.8,13,---,0,---,14,---,5,---,0,---,0,---,12,---,6,---,3,---,3,---,"2,658","13,056",20.4%,868,"2,886",30.1%,"1,790","10,170",17.6%,185,0,135,0.0%,"5,920",679,11.5%,"13,667","360,494,459","$26,377",932.7,126,"2,918","11,237",26%,"2,494","8,370",424,"2,867",14.8%,13,---,3,---,5,---,2,---,1,---,1,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 177 , Nolan County ,"15,133",139,16.6,"9,419",62.2%,805,5.3%,"4,842",32.0%,67,0.4%,"1,090",529,561,7.2%,"2,036","1,013","1,023",13.5%,"5,623","2,763","2,860",37.2%,"3,846","1,942","1,904",25.4%,"2,538","1,428","1,110",16.8%,"7,675","7,458",50.7%,49.3%,6.4%,61,"2,338","$31,621","4,273", 229 ,12,5.2%,114,49.8%,21,9.2%,148,65.8%,82.9,0,---,0,---,42,277.5,61,403.1,1,6.6,0,---,0,---,176,922.1,#REF!,#REF!,39,189.4,3,---,41,211.1,17,---,5,---,10,---,4,---,1,---,3,---,12,---,5,---,2,---,3,---,"2,541","14,457",17.6%,"1,210","4,014",30.1%,"1,331","10,443",12.7%,303,0,215,0.0%,"7,905",508,6.4%,"14,917","471,690,457","$31,621",912.0,225,"3,187","12,300",26%,"2,524","8,263",663,"4,037",16.4%,4,---,6,---,5,---,3,---,5,---,3,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 178 , Nueces County ,"322,876",14,386.3,"98,788",30.6%,"12,914",4.0%,"203,372",63.0%,"7,802",2.4%,"26,073","12,817","13,256",8.1%,"44,035","21,789","22,246",13.6%,"143,097","69,629","73,468",44.3%,"75,117","38,510","36,607",23.3%,"34,554","19,756","14,798",10.7%,"162,501","160,375",50.3%,49.7%,6.9%,"1,636","55,159","$37,162","80,398"," 4,856 ",303,6.2%,"2,561",52.7%,439,9.0%,"2,916",61.5%,69.7,11,3.4,3,0.9,462,143.1,"2,084",645.4,16,5.0,65,20.1,19,5.9,"2,566",884.6,#REF!,#REF!,513,178.3,146,52.0,559,190.1,129,44.7,42,25.9,119,42.8,143,48.0,26,5.4,14,---,135,43.2,32,10.3,17,---,31,10.0,"63,272","317,964",19.9%,"24,634","85,406",28.8%,"38,638","232,558",16.6%,"6,217",0,"4,950",0.0%,"165,382","11,399",6.9%,"323,046","12,005,035,452","$37,162",835.8,"4,743","72,710","279,488",26%,"59,803","193,978","12,907","85,510",15.1%,113,41.2,52,18.2,52,17.6,25,21.5,80,28.4,68,21.8,45,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 179 , Ochiltree County ,"9,754",167,10.6,"5,580",57.2%,14,0.1%,"4,053",41.6%,107,1.1%,848,414,434,8.7%,"1,537",746,791,15.8%,"3,831","1,830","2,001",39.3%,"2,393","1,184","1,209",24.5%,"1,145",654,491,11.7%,"4,828","4,926",49.5%,50.5%,6.0%,39,634,"$38,118","1,707", 199 ,8,4.0%,93,46.7%,15,7.5%,103,52.3%,108.7,0,---,0,---,0,---,21,215.3,0,---,0,---,0,---,88,960.3,#REF!,#REF!,24,260.8,7,---,23,241.2,11,---,1,---,4,---,5,---,0,---,2,---,3,---,2,---,0,---,1,---,"1,170","9,696",12.1%,493,"3,093",15.9%,677,"6,603",10.3%,198,0,210,0.0%,"5,563",331,6.0%,"9,791","373,213,338","$38,118",917.6,197,"2,713","8,669",31%,"1,945","5,552",768,"3,117",24.6%,4,---,2,---,0,---,0,---,1,---,3,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 180 , Oldham County ,"2,209",235,1.5,"1,863",84.3%,46,2.1%,271,12.3%,29,1.3%,133,60,73,6.0%,255,115,140,11.5%,892,393,499,40.4%,572,297,275,25.9%,357,189,168,16.2%,"1,054","1,155",47.7%,52.3%,5.9%,0,97,"$29,139",341, 19 ,0,0.0%,5,26.3%,3,15.8%,11,57.9%,48.3,0,---,0,---,0,---,1,45.3,0,---,2,90.5,0,---,9,---,#REF!,#REF!,2,---,0,---,2,---,0,---,0,---,3,---,0,---,0,---,0,---,1,---,1,---,0,---,0,---,272,"1,999",13.6%,142,619,22.9%,130,"1,380",9.4%,55,0,20,0.0%,911,54,5.9%,"2,118","61,716,402","$29,139","1,500.6",19,464,"1,826",25%,318,"1,099",146,727,20.1%,0,---,0,---,0,---,0,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 181 , Orange County ,"84,133",43,236.1,"69,569",82.7%,"8,157",9.7%,"4,538",5.4%,"1,869",2.2%,"5,169","2,536","2,633",6.1%,"11,459","5,629","5,830",13.6%,"32,255","15,936","16,319",38.3%,"23,159","11,713","11,446",27.5%,"12,091","6,782","5,309",14.4%,"42,596","41,537",50.6%,49.4%,9.9%,338,"11,656","$35,070","16,288"," 1,095 ",54,4.9%,497,45.4%,87,7.9%,628,63.5%,68.7,2,2.4,14,16.6,41,48.7,190,225.8,1,1.2,1,1.2,9,10.6,852,918.4,#REF!,#REF!,213,227.5,38,40.0,195,203.6,61,60.9,12,---,71,74.2,10,---,6,---,4,---,72,85.5,19,---,8,---,12,---,"12,624","80,731",15.6%,"4,531","20,426",22.2%,"8,093","60,305",13.4%,"1,265",0,"1,101",0.0%,"42,031","4,167",9.9%,"81,816","2,869,287,120","$35,070",356.4,989,"14,729","68,939",21%,"12,188","48,437","2,541","20,502",12.4%,27,30.0,16,---,16,---,8,---,15,---,12,---,14,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 182 , Palo Pinto County ,"27,993",95,29.4,"21,356",76.3%,716,2.6%,"5,594",20.0%,327,1.2%,"1,917",934,983,6.8%,"3,708","1,776","1,932",13.2%,"10,409","4,994","5,415",37.2%,"7,286","3,680","3,606",26.0%,"4,673","2,608","2,065",16.7%,"13,992","14,001",50.0%,50.0%,7.8%,141,"2,854","$33,746","6,401", 398 ,18,4.5%,185,46.5%,34,8.5%,234,59.4%,79.7,1,3.4,0,---,6,21.4,54,192.9,1,3.6,87,310.8,0,---,319,931.5,#REF!,#REF!,98,277.9,21,58.0,77,221.4,24,66.5,9,---,24,66.5,7,---,2,---,1,---,9,---,5,---,2,---,6,---,"4,624","27,183",17.0%,"1,652","6,857",24.1%,"2,972","20,326",14.6%,499,0,405,0.0%,"14,347","1,126",7.8%,"27,567","930,275,982","$33,746",952.9,394,"6,748","22,823",30%,"5,400","15,925","1,348","6,898",19.5%,7,---,6,---,12,---,2,---,5,---,4,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
